pair_id,left_id,left_name,right_id,right_name,same_session_category,minimum_spacing,rule_title,source_ids,proof_links,evidence_scope
P193,bha,BHA · salicylic acid leave-on,other_pigment,Other pigment serum,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P194,bha,BHA · salicylic acid leave-on,peptide,Non-copper peptide serum,compatible,exact formula check,Peptide/exfoliant co-formulations exist,s35; s55,https://pubmed.ncbi.nlm.nih.gov/32869963/; https://pubmed.ncbi.nlm.nih.gov/41668671/,"A finished gel combined retinoid, peptide, salicylic acid, glycolic acid, and niacinamide, and a PHA/peptide/niacinamide formula has been studied. This supports designed formulations, not unrestricted layering of separate acids."
P195,bha,BHA · salicylic acid leave-on,copper_peptide,Copper peptide serum,caution,different-session,Exfoliant plus copper-peptide formulation/tolerance caution,s16; s57; s65,https://pubmed.ncbi.nlm.nih.gov/25384620/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3047947/,"GHK-Cu has been characterized across selected pH buffers, but leave-on acids vary in pH and free-acid load and can sting. No direct pair trial was located; separate new products while checking the finished formulas."
P196,pha,PHA leave-on,enzyme,Enzyme exfoliant / scrub,caution,different-session,Duplicated exfoliation load,s10,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,Layering exfoliant families rarely adds a unique routine role and makes irritation harder to attribute. Choose one lane first.
P197,pha,PHA leave-on,urea,Urea 10–20% for rough body skin,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P198,pha,PHA leave-on,bpo,Benzoyl peroxide,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P199,pha,PHA leave-on,azelaic,Azelaic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P200,pha,PHA leave-on,dapsone,Topical dapsone,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P201,pha,PHA leave-on,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P202,pha,PHA leave-on,hocl,Finished hypochlorous-acid spray,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P203,pha,PHA leave-on,hydroquinone,Hydroquinone course,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P204,pha,PHA leave-on,triple_combo,Prescription triple-combination cream,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P205,pha,PHA leave-on,txa,Topical tranexamic acid,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P206,pha,PHA leave-on,cysteamine,Topical cysteamine,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P207,pha,PHA leave-on,other_pigment,Other pigment serum,caution,different-session,Exfoliant plus treatment-load caution,s42; s43; s44; s45; s49; s54,https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/29862871/; https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Peels, maintenance studies, labels, and acne reviews show that these lanes can be clinically useful but can also add keratolysis, sting, or pigmentary irritation. A different session is the conservative starting point for separate products."
P208,pha,PHA leave-on,peptide,Non-copper peptide serum,compatible,exact formula check,Peptide/exfoliant co-formulations exist,s35; s55,https://pubmed.ncbi.nlm.nih.gov/32869963/; https://pubmed.ncbi.nlm.nih.gov/41668671/,"A finished gel combined retinoid, peptide, salicylic acid, glycolic acid, and niacinamide, and a PHA/peptide/niacinamide formula has been studied. This supports designed formulations, not unrestricted layering of separate acids."
P209,pha,PHA leave-on,copper_peptide,Copper peptide serum,caution,different-session,Exfoliant plus copper-peptide formulation/tolerance caution,s16; s57; s65,https://pubmed.ncbi.nlm.nih.gov/25384620/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3047947/,"GHK-Cu has been characterized across selected pH buffers, but leave-on acids vary in pH and free-acid load and can sting. No direct pair trial was located; separate new products while checking the finished formulas."
P210,enzyme,Enzyme exfoliant / scrub,urea,Urea 10–20% for rough body skin,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P211,enzyme,Enzyme exfoliant / scrub,bpo,Benzoyl peroxide,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P212,enzyme,Enzyme exfoliant / scrub,azelaic,Azelaic acid,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P213,enzyme,Enzyme exfoliant / scrub,dapsone,Topical dapsone,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P214,enzyme,Enzyme exfoliant / scrub,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P215,enzyme,Enzyme exfoliant / scrub,hocl,Finished hypochlorous-acid spray,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P216,enzyme,Enzyme exfoliant / scrub,hydroquinone,Hydroquinone course,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P217,enzyme,Enzyme exfoliant / scrub,triple_combo,Prescription triple-combination cream,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P218,enzyme,Enzyme exfoliant / scrub,txa,Topical tranexamic acid,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P219,enzyme,Enzyme exfoliant / scrub,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P220,enzyme,Enzyme exfoliant / scrub,other_pigment,Other pigment serum,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P221,enzyme,Enzyme exfoliant / scrub,peptide,Non-copper peptide serum,caution,different-session,Exfoliant and treatment-load caution,s15; s42; s54,https://pubmed.ncbi.nlm.nih.gov/29104718/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://pubmed.ncbi.nlm.nih.gov/32356369/,Enzyme or scrub intensity varies substantially by formula and contact time. No universal pair-specific reaction was located; spacing prevents a rinse-off/mechanical step from becoming an untracked irritation multiplier.
P222,enzyme,Enzyme exfoliant / scrub,copper_peptide,Copper peptide serum,caution,different-session,Exfoliant plus copper-peptide formulation/tolerance caution,s16; s57; s65,https://pubmed.ncbi.nlm.nih.gov/25384620/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3047947/,"GHK-Cu has been characterized across selected pH buffers, but leave-on acids vary in pH and free-acid load and can sting. No direct pair trial was located; separate new products while checking the finished formulas."
P223,urea,Urea 10–20% for rough body skin,bpo,Benzoyl peroxide,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P224,urea,Urea 10–20% for rough body skin,azelaic,Azelaic acid,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P225,urea,Urea 10–20% for rough body skin,dapsone,Topical dapsone,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P226,urea,Urea 10–20% for rough body skin,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P227,urea,Urea 10–20% for rough body skin,hocl,Finished hypochlorous-acid spray,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P228,urea,Urea 10–20% for rough body skin,hydroquinone,Hydroquinone course,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P229,urea,Urea 10–20% for rough body skin,triple_combo,Prescription triple-combination cream,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P230,urea,Urea 10–20% for rough body skin,txa,Topical tranexamic acid,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P231,urea,Urea 10–20% for rough body skin,cysteamine,Topical cysteamine,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P232,urea,Urea 10–20% for rough body skin,other_pigment,Other pigment serum,caution,different-session,Keratolytic plus active-load caution,s44; s45; s46; s47; s48; s49,https://pubmed.ncbi.nlm.nih.gov/36943434/; https://pubmed.ncbi.nlm.nih.gov/34971480/; https://pubmed.ncbi.nlm.nih.gov/7488393/; https://pubmed.ncbi.nlm.nih.gov/34619676/; https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e4e4b81-420e-4492-8a74-80b692a80057; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3,Urea supports hydration and can be keratolytic at higher concentrations; the accompanying acne and pigment actives have their own irritation or label limits. Separate body-texture treatment from stronger leave-ons while testing tolerance.
P233,urea,Urea 10–20% for rough body skin,peptide,Non-copper peptide serum,unknown,different-session,Urea/peptide evidence gap,s33; s47,https://pubmed.ncbi.nlm.nih.gov/37584260/; https://pubmed.ncbi.nlm.nih.gov/34619676/,"Urea barrier formulas and peptide formulas are each studied, but no direct sequential-use evidence for this pair was located. Separate new products while checking the exact vehicle and site."
P234,urea,Urea 10–20% for rough body skin,copper_peptide,Copper peptide serum,compatible,exact formula check,Co-formulated in a scalp-active vehicle,s64,https://kovehair.com/ingredients,"A current scalp formula lists copper tripeptide-1 with azelaic acid and urea. This supports only that exact type of vehicle and route; concentrations, site, and independent leave-on products still matter."
P235,bpo,Benzoyl peroxide,azelaic,Azelaic acid,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P236,bpo,Benzoyl peroxide,dapsone,Topical dapsone,separate,different-session,Temporary yellow/orange discoloration,s5,source_docs/DailyMed_dapsone_gel_label_2026-08-23.pdf,The dapsone label reports temporary yellow/orange skin or facial-hair discoloration when topical dapsone is followed by benzoyl peroxide. Different sessions avoid the same-use reaction.
P237,bpo,Benzoyl peroxide,sulfur,Sulfur / sulfacetamide-sulfur,caution,different-session,Acne combinations can raise irritation load,s1; s10,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b,"This is not a blanket chemical cancellation. Multiple drying or keratolytic treatments in one session can raise redness, scaling, and sting; use the treatment plan and product labels."
P238,bpo,Benzoyl peroxide,hocl,Finished hypochlorous-acid spray,separate,different-session,Two oxidant product lanes,s10; s50; s51; s52,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cabba2c1-cf07-46aa-a2c3-1b815517b16b; https://pmc.ncbi.nlm.nih.gov/articles/PMC6303114/; https://pmc.ncbi.nlm.nih.gov/articles/PMC12730738/; https://pubmed.ncbi.nlm.nih.gov/18161634/,Benzoyl peroxide is an oxidant and HOCl chemistry is formulation- and pH-sensitive. Direct human sequential-layering evidence was not located; avoid same-session contact and follow both finished-product labels.
P239,bpo,Benzoyl peroxide,hydroquinone,Hydroquinone course,separate,different-session,Oxidant + hydroquinone uncertainty,s14,https://pdf.hres.ca/dpd_pm/00052770.PDF,Benzoyl peroxide can oxidize hydroquinone and cause temporary staining; hypochlorous acid is also an oxidant but lacks direct routine trials. Do not layer or premix these pairs.
P240,bpo,Benzoyl peroxide,triple_combo,Prescription triple-combination cream,separate,different-session,Protect the prescription combination,s6; s14,source_docs/DailyMed_TriLuma_label_2026-08-23.pdf; https://pdf.hres.ca/dpd_pm/00052770.PDF,The triple-combination product contains hydroquinone and tretinoin. Keep oxidants out of the same session unless the prescriber directs otherwise.
P241,bpo,Benzoyl peroxide,txa,Topical tranexamic acid,caution,different-session,Acne oxidant plus adjunct lane,s1; s21; s54,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://pubmed.ncbi.nlm.nih.gov/41315336/; https://pubmed.ncbi.nlm.nih.gov/32356369/,"These lanes may coexist in a broader acne or pigment plan, but a separate session avoids crowding an oxidant with another active while tolerance and exact formula are established."
P242,bpo,Benzoyl peroxide,cysteamine,Topical cysteamine,caution,different-session,Additive irritation load,,,"No direct cancellation rule was found, but placing two higher-load treatments together can make redness, dryness, or PIH more likely and harder to attribute."
P243,bpo,Benzoyl peroxide,other_pigment,Other pigment serum,caution,different-session,Acne oxidant plus adjunct lane,s1; s21; s54,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://pubmed.ncbi.nlm.nih.gov/41315336/; https://pubmed.ncbi.nlm.nih.gov/32356369/,"These lanes may coexist in a broader acne or pigment plan, but a separate session avoids crowding an oxidant with another active while tolerance and exact formula are established."
P244,bpo,Benzoyl peroxide,peptide,Non-copper peptide serum,caution,different-session,Acne oxidant plus adjunct lane,s1; s21; s54,https://pubmed.ncbi.nlm.nih.gov/38300170/; https://pubmed.ncbi.nlm.nih.gov/41315336/; https://pubmed.ncbi.nlm.nih.gov/32356369/,"These lanes may coexist in a broader acne or pigment plan, but a separate session avoids crowding an oxidant with another active while tolerance and exact formula are established."
P245,bpo,Benzoyl peroxide,copper_peptide,Copper peptide serum,separate,different-session,Oxidant separation for copper-peptide formula certainty,s16; s50; s51; s52; s57,https://pubmed.ncbi.nlm.nih.gov/25384620/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6303114/; https://pmc.ncbi.nlm.nih.gov/articles/PMC12730738/; https://pubmed.ncbi.nlm.nih.gov/18161634/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11830136/,"GHK-Cu is susceptible to oxidative stress in preformulation work, while benzoyl peroxide and HOCl are oxidant/formulation-sensitive lanes. No human skin-layering reaction was established; separate finished products and do not premix."
P246,azelaic,Azelaic acid,dapsone,Topical dapsone,caution,different-session,Azelaic plus another treatment lane,s27; s42; s49; s53; s54,https://pubmed.ncbi.nlm.nih.gov/37213446/; https://pubmed.ncbi.nlm.nih.gov/38787441/; https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fdcaaa56-a27d-5bd9-e053-6294a90a1160&version=3; https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d4e9e95d-1ebd-44df-a91e-59819715659c; https://pubmed.ncbi.nlm.nih.gov/32356369/,"Azelaic acid has acne/rosacea/pigment evidence, while the paired lanes have separate labels or treatment protocols. Combined routines exist, but direct independent-layering evidence is sparse and irritation is the practical limiter."
